sentence1,sentence2,label
"2024, Jul 09","09 Jul, 2024",1
2024/07/09,"24, Jul 09",1
09Jul2024,"May 40, 2058",0
"24, Jul 09",20240709,1
2024/07/09,2024/7/9,1
"09 Jul, 24","September 09, 2024",0
"July 09, 2024","Jul 09, 2024",1
2024/07/09,24/09/07,0
"09 Jul, 2024","09 Jul, 24",1
9/7/2024,9/7/24,1
07/09/24,Random date text,0
"24, July 09",9/7/2024,1
"24, July 09",2024Jul09,1
"24, Jul 09",July 2024 09,0
9/7/24,"Jul 09, 2024",1
"24, July 09","July 09, 2021",0
"09 Jul, 2024",09/07/24,1
7/9/2024,2024Jul09,1
07/09/2024,"September 09, 2024",0
09Jul2024,9/7/24,1
09/07/24,"09 Jul, 2024",1
"09 July, 2024",Random date text,0
"09 July, 2024",2024-07-09,1
Jul092024,24/09/07,0
"Jul 09, 2024",09/07/24,1
2024Jul09,"09 Jul, 24",1
7/9/2024,"May 40, 2058",0
7/9/24,Jul092024,1
9/7/2024,2024Jul09,1
20240709,24/09/07,0
"2024, Jul 09","July 09, 2024",1
"2024, July 09",July 2024 09,0
09/07/24,07/09/24,1
"09 Jul, 2024","2024, Jul 09",1
7/9/2024,Random date text,0
2024/7/9,"24, July 09",1
2024-07-09,"24, Jul 09",1
2024-07-09,"July 09, 2021",0
"09 Jul, 24",Jul092024,1
09/07/24,2024/09/07,0
2024/7/9,2024-07-09,1
"Jul 09, 2024","Jul 09, 24",1
07/09/2024,"September 09, 2024",0
09Jul2024,7/9/2024,1
"Jul 09, 2024",9/7/24,1
"2024, Jul 09","May 40, 2058",0
07/09/24,7/9/2024,1
"Jul 09, 2024",Random date text,0
"Jul 09, 2024","2024, Jul 09",1
"24, July 09","2024, Jul 09",1
"09 Jul, 24","May 40, 2058",0
7/9/2024,2024/7/9,1
2024-07-09,"09 Jul, 2024",1
07/09/24,"September 09, 2024",0
09/07/24,Jul092024,1
"2024, Jul 09",Random date text,0
07/09/24,2024/7/9,1
2024/07/09,2024Jul09,1
07/09/24,"May 40, 2058",0
"Jun 28, 2024",2024/06/28,1
"Jun 28, 2024","2024, Jun 28",1
6/28/24,"June 28, 2033",0
"2024, June 28","June 28, 2024",1
2024/06/28,24/28/06,0
20240628,2024/6/28,1
"2024, Jun 28",2024/6/28,1
"2024, Jun 28","June 28, 2033",0
Jun282024,6/28/2024,1
"28 Jun, 24",2024Jun28,1
2024-06-28,24/28/06,0
6/28/24,"2024, Jun 28",1
"2024, Jun 28",2024/28/06,0
28/6/2024,2024/06/28,1
"Jun 28, 24",06/28/24,1
"24, Jun 28","June 28, 2033",0
"Jun 28, 2024",06/28/24,1
"2024, Jun 28","24, Jun 28",1
06/28/2024,24/28/06,0
"28 June, 2024",2024/6/28,1
28/6/2024,June 2024 28,0
"24, Jun 28","2024, Jun 28",1
"28 June, 2024","24, Jun 28",1
28/6/2024,"June 28, 2033",0
"Jun 28, 24",06/28/2024,1
"2024, Jun 28",2024Jun28,1
"24, Jun 28",24/28/06,0
28/6/2024,28/06/2024,1
"Jun 28, 2024",Random date text,0
28Jun2024,"28 Jun, 24",1
06/28/24,"2024, Jun 28",1
"Jun 28, 2024","June 28, 2033",0
"2024, Jun 28","28 Jun, 2024",1
"28 Jun, 2024","Jun 28, 2024",1
2024/6/28,"June 28, 2033",0
"2024, June 28",6/28/24,1
2024Jun28,"September 28, 2024",0
6/28/24,"2024, Jun 28",1
"Jun 28, 2024",6/28/2024,1
"28 Jun, 2024","September 28, 2024",0
"28 Jun, 2024",Jun282024,1
"24, June 28",Jun282024,1
28/06/2024,Random date text,0
28/06/24,"2024, Jun 28",1
28/6/2024,2024/28/06,0
Jun282024,"Jun 28, 2024",1
2024/06/28,"28 Jun, 2024",1
"28 June, 2024",Random date text,0
Jun282024,06/28/2024,1
2024-06-28,"Jun 28, 2024",1
28Jun2024,"June 28, 2033",0
6/28/2024,Jun282024,1
"Jun 28, 24",June 2024 28,0
"2024, Jun 28",2024-06-28,1
6/28/24,2024Jun28,1
"24, June 28",June 2024 28,0
"24, June 28",2024Jun28,1
"2024, June 28","2024, Jun 28",1
"2024, Jun 28",2024/28/06,0
28/06/2024,2024/06/28,1
6/28/24,"June 28, 2033",0
28/6/2024,"24, Jun 28",1
"28 Jun, 2024","24, Jun 28",1
2024-06-28,"September 28, 2024",0
28/6/24,2024-06-28,1
"28 Jun, 2024",2024Jun28,1
28/06/24,"May 39, 2092",0
Jun282024,06/28/2024,1
2024/06/28,2024/28/06,0
28/6/24,"Jun 28, 24",1
"24, June 28","Jun 28, 24",1
2024-06-28,"September 28, 2024",0
2024Jun28,"2024, Jun 28",1
2024/06/28,28Jun2024,1
2024-06-28,Random date text,0
28/06/2024,2024-06-28,1
20240628,"September 28, 2024",0
"28 June, 2024",28/6/24,1
"2024, Jun 28","Jun 28, 2024",1
"24, June 28","May 39, 2092",0
"24, Jun 28","June 28, 2024",1
20240628,"2024, June 28",1
Jun282024,June 2024 28,0
06/28/24,"2024, Jun 28",1
20240628,Random date text,0
6/28/24,2024/06/28,1
06/28/2024,2024/06/28,1
28/06/24,24/28/06,0
"28 Jun, 2024",2024/6/28,1
28/6/2024,2024-06-28,1
Jun282024,"May 39, 2092",0
"28 June, 2024",06/28/2024,1
"Jun 28, 2024",24/28/06,0
2024/06/28,"Jun 28, 24",1
"Jun 28, 24","24, June 28",1
28Jun2024,"May 39, 2092",0
"2024, Jun 28",20240628,1
"Jun 28, 2024",06/28/2024,1
"28 June, 2024",June 2024 28,0
28/06/2024,20240628,1
28/6/24,Random date text,0
"Jun 28, 2024","24, June 28",1
28Jun2024,06/28/24,1
28/6/24,"June 28, 2033",0
28Jun2024,28/6/24,1
2024/06/28,Jun282024,1
6/28/24,"June 28, 2033",0
"24, Jun 28","June 28, 2024",1
"28 Jun, 24",24/28/06,0
06/28/2024,"24, June 28",1
Jun282024,"2024, Jun 28",1
"28 Jun, 2024","June 28, 2033",0
06/28/2024,"24, Jun 28",1
28Jun2024,28/6/2024,1
"28 Jun, 2024",2024/28/06,0
"Jun 28, 24","June 28, 2024",1
28Jun2024,24/28/06,0
2024Jun28,2024-06-28,1
"28 June, 2024",2024/06/28,1
20240628,"June 28, 2033",0
2024/06/28,"28 Jun, 2024",1
2024/6/28,Jun282024,1
"2024, Jun 28",24/28/06,0
"24, June 28","2024, June 28",1
"28 Jun, 2024","May 39, 2092",0
"28 Jun, 24","Jun 28, 2024",1
"June 28, 2024","2024, June 28",1
06/28/24,24/28/06,0
"June 28, 2024",06/28/24,1
"28 Jun, 2024","24, Jun 28",1
2024-06-28,Random date text,0
"24, June 28","Jun 28, 2024",1
6/28/2024,"September 28, 2024",0
"28 June, 2024",2024Jun28,1
20240628,28/06/2024,1
2024/06/28,"May 39, 2092",0
6/28/2024,6/28/24,1
"28 June, 2024",06/28/24,1
"Jun 28, 2024","June 28, 2033",0
6/28/2024,"Jun 28, 2024",1
"2024, June 28",Random date text,0
28/6/24,"28 Jun, 24",1
"2024, Jun 28","28 Jun, 2024",1
"2024, Jun 28","September 28, 2024",0
Jun282024,"2024, Jun 28",1
2024/06/28,28/6/24,1
2024/6/28,24/28/06,0
"Jun 28, 2024","2024, June 28",1
"28 Jun, 24","September 28, 2024",0
28/06/24,"28 June, 2024",1
6/28/24,28/06/24,1
20240628,24/28/06,0
"24, June 28","28 June, 2024",1
2024-06-28,"Jun 28, 24",1
"2024, Jun 28","September 28, 2024",0
"28 Jun, 2024","28 Jun, 2024",1
"2024, Jun 28",2024/28/06,0
28/06/24,"2024, Jun 28",1
"24, Jun 28","28 June, 2024",1
20240628,"September 28, 2024",0
Jun282024,28/06/24,1
6/28/24,"28 Jun, 2024",1
"2024, Jun 28",June 2024 28,0
"Jun 28, 2024",28/06/24,1
"Jun 28, 24",24/28/06,0
"28 June, 2024",28/6/2024,1
"28 Jun, 2024","2024, Jun 28",1
6/28/2024,"June 28, 2033",0
28Jun2024,2024Jun28,1
"Jun 28, 2024",2024/06/28,1
06/28/2024,Random date text,0
"28 June, 2024",28/6/24,1
"Jun 28, 2024","June 28, 2033",0
28/6/2024,"28 Jun, 2024",1
"24, June 28",28Jun2024,1
28/6/24,"May 39, 2092",0
"June 28, 2024","2024, June 28",1
"2024, Jun 28",2024Jun28,1
20240628,Random date text,0
2024/06/28,2024Jun28,1
2024/06/28,2024/28/06,0
06/28/2024,2024/06/28,1
"2024, Jun 28",2024-06-28,1
6/28/2024,"September 28, 2024",0
06/28/2024,20240628,1
06/28/2024,"Jun 28, 2024",1
"24, Jun 28","May 39, 2092",0
"2024, June 28","24, June 28",1
"2024, Jun 28","June 28, 2033",0
28/6/2024,"28 Jun, 2024",1
"June 28, 2024",2024-06-28,1
28Jun2024,24/28/06,0
"28 June, 2024",2024/6/28,1
06/28/2024,2024Jun28,1
2024Jun28,"June 28, 2033",0
"24, June 28","2024, June 28",1
"Jun 28, 2024",2024/28/06,0
"2024, Jun 28",06/28/24,1
20240628,06/28/24,1
"June 28, 2024","May 39, 2092",0
5/7/2025,7/5/25,1
"07 May, 2025",07/05/2025,1
05/07/25,2025/07/05,0
2025/05/07,07/05/2025,1
7/5/25,Random date text,0
7/5/25,07May2025,1
"07 May, 2025","May 07, 2025",1
"07 May, 25","May 07, 2015",0
07/05/25,"07 May, 25",1
"2025, May 07",2025/05/07,1
"25, May 07","April 07, 2025",0
"25, May 07",07/05/2025,1
"07 May, 2025","May 07, 2015",0
"2025, May 07","May 07, 2025",1
"07 May, 2025","May 07, 2025",1
2025/5/7,2025/07/05,0
"May 07, 2025","2025, May 07",1
"07 May, 25","2025, May 07",1
20250507,May 2025 07,0
"2025, May 07",May072025,1
7/5/25,25/07/05,0
2025/5/7,05/07/25,1
"07 May, 2025",2025/5/7,1
"May 07, 2025",25/07/05,0
"25, May 07",2025May07,1
"May 07, 2025",7/5/25,1
07/05/2025,2025/07/05,0
May072025,"2025, May 07",1
20250507,"September 32, 2039",0
"2025, May 07",May072025,1
05/07/25,"07 May, 25",1
"2025, May 07",Random date text,0
2025May07,2025/5/7,1
05/07/2025,"07 May, 25",1
"2025, May 07","September 32, 2039",0
5/7/25,"07 May, 2025",1
7/5/2025,Random date text,0
07/05/2025,"07 May, 2025",1
07/05/2025,"07 May, 2025",1
7/5/2025,"September 32, 2039",0
"25, May 07",May072025,1
05/07/2025,20250507,1
5/7/2025,2025/07/05,0
"07 May, 2025",2025-05-07,1
May072025,Random date text,0
"2025, May 07","25, May 07",1
05/07/25,2025May07,1
"May 07, 2025","April 07, 2025",0
"2025, May 07","May 07, 25",1
20250507,May072025,1
"25, May 07","September 32, 2039",0
"2025, May 07",07May2025,1
7/5/25,2025/07/05,0
"07 May, 25","25, May 07",1
2025-05-07,"07 May, 2025",1
"07 May, 2025",2025/07/05,0
"25, May 07",May072025,1
"25, May 07",7/5/25,1
"07 May, 2025",25/07/05,0
20250507,2025/5/7,1
07/05/2025,Random date text,0
7/5/2025,"2025, May 07",1
"25, May 07",5/7/25,1
"25, May 07",2025/07/05,0
05/07/2025,"07 May, 2025",1
"07 May, 2025",5/7/25,1
05/07/25,"September 32, 2039",0
"25, May 07",05/07/25,1
5/7/25,2025/07/05,0
"2025, May 07",05/07/2025,1
"May 07, 2025",5/7/2025,1
7/5/2025,25/07/05,0
7/5/25,"2025, May 07",1
07/05/2025,2025-05-07,1
7/5/2025,May 2025 07,0
"2025, May 07",May072025,1
2025/5/7,25/07/05,0
7/5/2025,"07 May, 25",1
07May2025,2025-05-07,1
"2025, May 07","April 07, 2025",0
"May 07, 2025","25, May 07",1
5/7/2025,"25, May 07",1
2025/05/07,2025/07/05,0
"May 07, 2025",7/5/25,1
May072025,"September 32, 2039",0
5/7/25,07/05/25,1
20250507,07/05/25,1
"May 07, 2025","September 32, 2039",0
7/5/2025,"May 07, 2025",1
"07 May, 2025",5/7/2025,1
05/07/25,"April 07, 2025",0
"07 May, 2025","May 07, 2025",1
"25, May 07",May 2025 07,0
07May2025,2025-05-07,1
5/7/2025,2025-05-07,1
"May 07, 2025","May 07, 2015",0
"25, May 07","2025, May 07",1
07/05/25,"07 May, 2025",1
"May 07, 2025",25/07/05,0
"2025, May 07","07 May, 25",1
05/07/25,25/07/05,0
2025May07,"May 07, 25",1
7/5/25,"May 07, 2025",1
20250507,"April 07, 2025",0
7/5/2025,"25, May 07",1
05/07/25,"25, May 07",1
5/7/25,25/07/05,0
"25, May 07","07 May, 25",1
5/7/2025,"April 07, 2025",0
5/7/25,7/5/25,1
2025-05-07,"May 07, 2025",1
"2025, May 07",2025/07/05,0
7/5/25,"May 07, 2025",1
2025/5/7,"07 May, 2025",1
"25, May 07",25/07/05,0
2025/5/7,"2025, May 07",1
"2025, May 07",25/07/05,0
7/5/2025,"25, May 07",1
07/05/2025,"25, May 07",1
"May 07, 2025","May 07, 2015",0
"25, May 07",5/7/2025,1
7/5/25,May072025,1
"2025, May 07",May 2025 07,0
05/07/2025,07May2025,1
"May 07, 2025",Random date text,0
20250507,5/7/25,1
"25, May 07","2025, May 07",1
2025/05/07,"May 07, 2015",0
"07 May, 2025",20250507,1
2025/5/7,"2025, May 07",1
"07 May, 2025","April 07, 2025",0
5/7/2025,2025/05/07,1
20250507,"May 07, 2015",0
"2025, May 07","07 May, 25",1
"May 07, 2025",7/5/2025,1
20250507,2025/07/05,0
"May 07, 2025",2025May07,1
7/5/25,07/05/2025,1
7/5/25,2025/07/05,0
2025May07,07/05/25,1
2025May07,25/07/05,0
20250507,"2025, May 07",1
05/07/25,7/5/2025,1
05/07/2025,"April 07, 2025",0
"25, May 07",7/5/25,1
May072025,7/5/25,1
"May 07, 2025",25/07/05,0
"07 May, 2025",May072025,1
7/5/25,2025/07/05,0
5/7/25,5/7/2025,1
5/7/2025,7/5/2025,1
"May 07, 25","May 07, 2015",0
"May 07, 2025",07/05/2025,1
05/07/2025,"2025, May 07",1
"2025, May 07",May 2025 07,0
20250507,07May2025,1
"May 07, 2025",May 2025 07,0
07May2025,"25, May 07",1
"2025, May 07","25, May 07",1
"07 May, 2025",May 2025 07,0
2025/5/7,"May 07, 2025",1
May072025,"May 07, 2025",1
"2025, May 07","May 07, 2015",0
05/07/2025,20250507,1
"07 May, 2025",2025/07/05,0
"2025, May 07",7/5/2025,1
7/5/25,05/07/2025,1
"May 07, 2025","April 07, 2025",0
"May 07, 2025",20250507,1
7/5/2025,07/05/2025,1
2025-05-07,"April 07, 2025",0
"May 07, 25","May 07, 2025",1
2025-05-07,"May 07, 2015",0
"2025, May 07",07May2025,1
"2025, May 07","May 07, 2025",1
5/7/25,"May 07, 2015",0
07/05/2025,05/07/25,1
"07 May, 2025",2025-05-07,1
"07 May, 2025",Random date text,0
2025/05/07,7/5/25,1
"2025, May 07","April 07, 2025",0
05/07/2025,"2025, May 07",1
7/5/2025,"May 07, 25",1
07/05/25,"May 07, 2015",0
"07 May, 2025","2025, May 07",1
20250507,5/7/25,1
05/07/2025,Random date text,0
"07 May, 2025",2025-05-07,1
"May 07, 2025","May 07, 2015",0
"25, May 07",5/7/25,1
2025May07,07/05/2025,1
07/05/2025,"May 07, 2015",0
7/5/25,07/05/25,1
"07 May, 2025",5/7/25,1
"07 May, 2025","September 32, 2039",0
"May 07, 25","2025, May 07",1
2025-05-07,"May 07, 2015",0
"May 07, 25","07 May, 25",1
"07 May, 2025",07May2025,1
"25, May 07",Random date text,0
"2024, November 11","Nov 11, 2024",1
"Nov 11, 24","11 Nov, 2024",1
11/11/24,Random date text,0
11/11/2024,2024/11/11,1
11/11/2024,"September 32, 2071",0
"11 Nov, 2024",11/11/2024,1
11/11/24,"November 11, 2024",1
11/11/24,November 2024 11,0
"Nov 11, 2024",11Nov2024,1
"2024, November 11",11/11/2024,1
11/11/2024,"April 11, 2024",0
"11 Nov, 2024","November 11, 2024",1
"2024, Nov 11",Random date text,0
"Nov 11, 2024",2024-11-11,1
"Nov 11, 2024",2024/11/11,1
"11 Nov, 24",Random date text,0
11/11/24,2024-11-11,1
11/11/24,11/11/2024,1
2024/11/11,"April 11, 2024",0
"24, November 11",2024/11/11,1
11/11/2024,2024/11/11,0
"November 11, 2024","Nov 11, 2024",1
"24, November 11","Nov 11, 2024",1
2024Nov11,24/11/11,0
"24, November 11",20241111,1
11Nov2024,"11 Nov, 2024",1
"November 11, 2024","November 11, 2027",0
2024/11/11,"Nov 11, 24",1
2024/11/11,24/11/11,0
11/11/2024,"Nov 11, 2024",1
"2024, Nov 11",11/11/24,1
11/11/24,November 2024 11,0
20241111,"24, Nov 11",1
2024Nov11,11/11/2024,1
"11 November, 2024","April 11, 2024",0
11/11/2024,2024Nov11,1
11/11/24,"September 32, 2071",0
"11 November, 2024","24, November 11",1
"24, Nov 11",11/11/24,1
"Nov 11, 2024","April 11, 2024",0
"11 November, 2024","11 Nov, 24",1
"24, November 11","Nov 11, 24",1
11/11/24,"April 11, 2024",0
11/11/24,"11 November, 2024",1
"11 Nov, 2024",November 2024 11,0
2024/11/11,11/11/24,1
11/11/2024,11/11/2024,1
11/11/24,24/11/11,0
11/11/2024,11/11/24,1
"2024, Nov 11",11/11/24,1
20241111,Random date text,0
11/11/24,"2024, November 11",1
2024/11/11,Random date text,0
11/11/2024,"11 Nov, 2024",1
"Nov 11, 24","11 Nov, 2024",1
2024-11-11,Random date text,0
11/11/2024,11/11/24,1
"Nov 11, 24",2024Nov11,1
20241111,November 2024 11,0
11/11/2024,2024Nov11,1
"2024, November 11","April 11, 2024",0
11/11/24,Nov112024,1
"24, November 11",11/11/2024,1
11/11/24,24/11/11,0
"November 11, 2024",11/11/2024,1
2024/11/11,"Nov 11, 2024",1
Nov112024,"September 32, 2071",0
"11 Nov, 2024",11/11/24,1
11/11/24,Random date text,0
11/11/2024,11/11/24,1
2024Nov11,11/11/24,1
"November 11, 2024","November 11, 2027",0
"11 Nov, 2024",2024Nov11,1
"November 11, 2024",11/11/2024,1
"November 11, 2024","September 32, 2071",0
"2024, Nov 11",11/11/24,1
11/11/24,24/11/11,0
11/11/2024,"2024, Nov 11",1
11/11/2024,11/11/2024,1
"11 Nov, 2024","November 11, 2027",0
"11 Nov, 2024",Nov112024,1
11/11/2024,11/11/24,1
"2024, Nov 11",2024/11/11,0
2024/11/11,11/11/2024,1
"24, November 11",Random date text,0
11/11/2024,"November 11, 2024",1
"11 Nov, 2024",20241111,1
11/11/2024,24/11/11,0
"Nov 11, 2024","2024, Nov 11",1
"November 11, 2024","Nov 11, 2024",1
20241111,"November 11, 2027",0
11/11/2024,11/11/24,1
11/11/24,"September 32, 2071",0
"11 November, 2024",11/11/2024,1
11/11/2024,11/11/2024,1
2024-11-11,Random date text,0
"24, Nov 11",11/11/2024,1
"11 Nov, 2024","Nov 11, 24",1
"2024, Nov 11",24/11/11,0
"2024, November 11","11 November, 2024",1
11Nov2024,"September 32, 2071",0
11/11/24,"Nov 11, 2024",1
11/11/24,11/11/2024,1
11/11/24,"April 11, 2024",0
Nov112024,"11 November, 2024",1
"Nov 11, 24",Nov112024,1
11/11/2024,24/11/11,0
"2024, November 11",11/11/24,1
"24, Nov 11",24/11/11,0
20241111,"11 Nov, 2024",1
11/11/24,11/11/24,1
11/11/2024,24/11/11,0
11/11/2024,11/11/24,1
"2024, Nov 11","11 Nov, 2024",1
11/11/2024,"April 11, 2024",0
"November 11, 2024",2024-11-11,1
2024/11/11,"April 11, 2024",0
20241111,2024-11-11,1
11/11/2024,2024/11/11,1
"11 Nov, 2024","September 32, 2071",0
11/11/24,2024Nov11,1
11/11/24,"Nov 11, 2024",1
11/11/2024,24/11/11,0
"2024, November 11","Nov 11, 2024",1
11/11/2024,"November 11, 2027",0
11/11/2024,"24, November 11",1
Nov112024,11/11/24,1
"11 November, 2024",2024/11/11,0
11/11/24,"2024, November 11",1
2024Nov11,"11 Nov, 24",1
"Nov 11, 2024","September 32, 2071",0
"2024, Nov 11",11/11/24,1
"11 November, 2024","September 32, 2071",0
"Nov 11, 24","November 11, 2024",1
11/11/24,11Nov2024,1
11/11/24,24/11/11,0
11/11/24,"11 Nov, 2024",1
11/11/24,20241111,1
2024/11/11,"September 32, 2071",0
"11 Nov, 2024","Nov 11, 2024",1
"24, Nov 11","November 11, 2027",0
"11 Nov, 24",2024/11/11,1
11/11/2024,"November 11, 2024",1
2024/11/11,Random date text,0
2024/11/11,"11 November, 2024",1
"24, November 11",11/11/24,1
"Nov 11, 24",24/11/11,0
11Nov2024,"11 November, 2024",1
"Nov 11, 24",November 2024 11,0
"November 11, 2024","2024, Nov 11",1
"2024, Nov 11",11/11/24,1
11/11/24,November 2024 11,0
2024/11/11,"2024, Nov 11",1
"11 Nov, 2024",11/11/2024,1
"24, Nov 11","April 11, 2024",0
2024/11/11,11/11/24,1
20241111,November 2024 11,0
"November 11, 2024","24, November 11",1
"24, November 11","11 November, 2024",1
"2024, November 11","November 11, 2027",0
"Nov 11, 24","11 Nov, 24",1
11/11/24,2024/11/11,1
2024Nov11,"September 32, 2071",0
11/11/24,"11 November, 2024",1
2024/11/11,"April 11, 2024",0
"2024, Nov 11",11/11/2024,1
11/11/2024,"24, November 11",1
"11 Nov, 2024","April 11, 2024",0
"Nov 11, 2024","Nov 11, 24",1
"2024, November 11","24, November 11",1
"2024, Nov 11","April 11, 2024",0
2024-11-11,20241111,1
"11 Nov, 24",November 2024 11,0
"Nov 11, 2024",11/11/2024,1
11Nov2024,11/11/24,1
11/11/2024,November 2024 11,0
11/11/24,11/11/2024,1
"11 Nov, 24","11 Nov, 2024",1
2024/11/11,"September 32, 2071",0
11/11/24,11/11/24,1
"November 11, 2024",Random date text,0
11Nov2024,"Nov 11, 2024",1
"24, November 11",11/11/24,1
"11 Nov, 2024","September 32, 2071",0
"11 Nov, 2024","11 Nov, 2024",1
11/11/2024,11/11/24,1
"11 November, 2024",Random date text,0
"24, November 11",11/11/2024,1
"11 Nov, 2024",24/11/11,0
"11 Nov, 2024",11/11/2024,1
2024Nov11,"11 Nov, 24",1
11/11/2024,24/11/11,0
11/11/2024,2024/11/11,1
11/11/24,2024/11/11,1
"Nov 11, 24",2024/11/11,0
"Nov 11, 2024","24, November 11",1
"2024, Nov 11",24/11/11,0
"2024, Nov 11",2024Nov11,1
"Nov 11, 2024","24, November 11",1
"Nov 11, 24",November 2024 11,0
"03 Nov, 24",2024-11-03,1
03/11/24,"Nov 03, 2024",1
"2024, November 03","April 31, 2030",0
11/3/2024,11/03/2024,1
"03 Nov, 2024",2024/03/11,0
11/3/2024,03Nov2024,1
03/11/24,"03 Nov, 2024",1
11/03/2024,2024/03/11,0
"2024, Nov 03",3/11/24,1
3/11/24,11/3/2024,1
"Nov 03, 2024","April 31, 2030",0
"03 Nov, 24",3/11/2024,1
3/11/24,"July 03, 2024",0
3/11/2024,"Nov 03, 24",1
03/11/24,"03 Nov, 24",1
"03 November, 2024",Random date text,0
2024/11/3,20241103,1
"03 November, 2024",2024Nov03,1
"Nov 03, 2024","April 31, 2030",0
"2024, November 03",2024/11/03,1
11/03/24,"April 31, 2030",0
"03 Nov, 2024","2024, Nov 03",1
11/3/24,11/03/2024,1
"03 Nov, 2024","July 03, 2024",0
"Nov 03, 24",03/11/24,1
2024Nov03,Nov032024,1
"03 Nov, 24",Random date text,0
"Nov 03, 24",2024/11/03,1
2024/11/03,24/03/11,0
2024/11/3,11/3/24,1
11/03/24,2024Nov03,1
"24, November 03","April 31, 2030",0
2024Nov03,"Nov 03, 2024",1
"03 Nov, 24","2024, Nov 03",1
11/03/24,November 2024 03,0
Nov032024,11/3/24,1
"03 Nov, 2024","July 03, 2024",0
"03 Nov, 2024","03 Nov, 24",1
03/11/2024,11/03/24,1
"03 Nov, 2024",24/03/11,0
"03 Nov, 2024",3/11/24,1
2024-11-03,11/03/2024,1
11/3/24,Random date text,0
"2024, Nov 03",3/11/24,1
20241103,"November 03, 2018",0
"24, November 03","2024, Nov 03",1
2024/11/03,2024/11/3,1
20241103,November 2024 03,0
03Nov2024,"Nov 03, 2024",1
2024/11/03,"03 Nov, 24",1
03/11/2024,24/03/11,0
"Nov 03, 2024","2024, November 03",1
11/3/24,Random date text,0
"Nov 03, 2024",2024/11/03,1
"Nov 03, 2024",03/11/24,1
"03 Nov, 2024",2024/03/11,0
"Nov 03, 2024","Nov 03, 2024",1
20241103,2024-11-03,1
"24, November 03","April 31, 2030",0
2024Nov03,"03 Nov, 2024",1
"Nov 03, 2024",24/03/11,0
2024/11/03,3/11/24,1
03/11/2024,2024/11/3,1
"24, November 03","November 03, 2018",0
11/03/24,"24, November 03",1
"November 03, 2024",Nov032024,1
Nov032024,"November 03, 2018",0
"Nov 03, 2024",11/3/24,1
"24, Nov 03","November 03, 2018",0
11/03/24,03/11/24,1
11/3/24,"03 Nov, 24",1
3/11/2024,"November 03, 2018",0
Nov032024,3/11/2024,1
"24, November 03",2024/11/03,1
3/11/24,"April 31, 2030",0
"03 Nov, 2024",11/3/24,1
"Nov 03, 2024","November 03, 2018",0
"Nov 03, 24","03 November, 2024",1
"Nov 03, 24",11/3/24,1
03Nov2024,24/03/11,0
"24, November 03","Nov 03, 24",1
11/3/2024,"03 Nov, 2024",1
"03 Nov, 24",Random date text,0
3/11/24,"03 Nov, 24",1
3/11/24,"April 31, 2030",0
"Nov 03, 2024",20241103,1
2024Nov03,"2024, Nov 03",1
"Nov 03, 24",24/03/11,0
Nov032024,20241103,1
"03 Nov, 2024",11/3/24,1
11/3/24,24/03/11,0
"24, November 03",3/11/2024,1
"03 Nov, 2024","November 03, 2018",0
"2024, November 03","Nov 03, 2024",1
03/11/2024,"Nov 03, 2024",1
"November 03, 2024",November 2024 03,0
3/11/24,11/03/24,1
11/3/2024,"03 Nov, 2024",1
"Nov 03, 24",Random date text,0
2024/11/03,11/3/2024,1
"2024, November 03",24/03/11,0
2024/11/03,"November 03, 2024",1
2024/11/03,2024/11/3,1
"24, November 03","November 03, 2018",0
03/11/2024,Nov032024,1
"03 Nov, 2024","Nov 03, 2024",1
03/11/2024,November 2024 03,0
3/11/2024,03/11/2024,1
2024Nov03,"July 03, 2024",0
"2024, Nov 03",11/3/2024,1
11/3/2024,"03 November, 2024",1
03/11/2024,"April 31, 2030",0
"Nov 03, 2024",11/03/2024,1
03Nov2024,3/11/24,1
"November 03, 2024",November 2024 03,0
11/3/24,"Nov 03, 24",1
20241103,"July 03, 2024",0
11/03/2024,20241103,1
20241103,2024-11-03,1
"03 Nov, 24","November 03, 2018",0
03/11/2024,3/11/24,1
"03 Nov, 2024",2024Nov03,1
11/3/24,November 2024 03,0
"November 03, 2024",2024/11/03,1
"Nov 03, 24","July 03, 2024",0
11/3/24,"03 Nov, 24",1
"03 Nov, 2024",Nov032024,1
3/11/24,Random date text,0
"November 03, 2024",03/11/24,1
03/11/2024,"03 Nov, 2024",1
"November 03, 2024","July 03, 2024",0
"2024, Nov 03",11/3/24,1
"Nov 03, 2024","July 03, 2024",0
"Nov 03, 2024",2024-11-03,1
03/11/24,2024/11/03,1
2024-11-03,Random date text,0
"24, Nov 03",11/3/24,1
"03 Nov, 2024",3/11/2024,1
2024Nov03,"April 31, 2030",0
2024/11/3,"Nov 03, 2024",1
11/3/2024,"November 03, 2018",0
03/11/24,"2024, Nov 03",1
2024-11-03,3/11/24,1
3/11/24,2024/03/11,0
2024/11/03,"24, Nov 03",1
Nov032024,"03 Nov, 24",1
2024/11/03,24/03/11,0
11/03/24,3/11/24,1
"03 November, 2024","April 31, 2030",0
"03 Nov, 2024","2024, November 03",1
11/03/24,"03 Nov, 24",1
2024/11/3,"July 03, 2024",0
"November 03, 2024","Nov 03, 2024",1
2024Nov03,"03 Nov, 2024",1
"November 03, 2024",November 2024 03,0
"2024, Nov 03","03 Nov, 2024",1
"Nov 03, 2024","April 31, 2030",0
"Nov 03, 2024",03Nov2024,1
